id,date,amount,card,id_merchant,time
154,3/29/2018 11:42,6.57,3.58135E+15,150,3/29/2018 11:42
2642,3/29/2018 13:21,16.07,4.71177E+15,74,3/29/2018 13:21
576,3/29/2018 14:43,1.46,4.27647E+12,138,3/29/2018 14:43
1734,3/29/2018 17:18,10.59,4.71177E+15,83,3/29/2018 17:18
3364,3/29/2018 18:31,3.21,3.76028E+14,149,3/29/2018 18:31
752,3/29/2018 18:33,2.53,3.4412E+14,21,3/29/2018 18:33
2495,3/29/2018 20:01,18.62,4.86676E+18,11,3/29/2018 20:01
1974,3/30/2018 5:38,4.91,4.15984E+18,18,3/30/2018 5:38
400,3/30/2018 6:01,7.55,4.02791E+15,59,3/30/2018 6:01
1862,3/30/2018 8:12,12.96,4.26849E+15,103,3/30/2018 8:12
1537,3/30/2018 8:28,10.53,4.18816E+15,13,3/30/2018 8:28
457,3/30/2018 12:57,6.27,4.15984E+18,33,3/30/2018 12:57
3106,3/30/2018 15:39,19.87,5.01809E+11,33,3/30/2018 15:39
817,3/30/2018 16:04,1.52,4.7432E+18,104,3/30/2018 16:04
1153,3/30/2018 17:01,10.58,4.76105E+18,3,3/30/2018 17:01
2220,3/30/2018 17:36,1.26,3.51711E+15,61,3/30/2018 17:36
2743,3/30/2018 18:46,17.2,5.03843E+11,138,3/30/2018 18:46
507,3/30/2018 21:04,3.08,4.498E+12,80,3/30/2018 21:04
274,3/30/2018 22:54,6.43,4.26849E+15,126,3/30/2018 22:54
1145,3/30/2018 23:00,10.79,4.72378E+18,135,3/30/2018 23:00
1072,3/31/2018 0:50,11.53,3.51711E+15,139,3/31/2018 0:50
1271,3/31/2018 3:26,10.46,4.71177E+15,53,3/31/2018 3:26
3042,3/31/2018 4:35,16.53,5.5706E+15,90,3/31/2018 4:35
2941,3/31/2018 6:08,14.21,4.27647E+12,87,3/31/2018 6:08
2435,3/31/2018 8:48,3.65,5.36178E+15,129,3/31/2018 8:48
2897,3/31/2018 9:18,13.98,5.17595E+15,75,3/31/2018 9:18
2653,3/31/2018 12:54,18.59,4.7432E+18,109,3/31/2018 12:54
909,3/31/2018 16:18,11.41,4.7432E+18,30,3/31/2018 16:18
3335,3/31/2018 17:56,2.35,3.0182E+13,111,3/31/2018 17:56
3235,3/31/2018 20:12,21.04,3.72415E+14,103,3/31/2018 20:12
390,3/31/2018 21:50,4.22,4.96292E+18,24,3/31/2018 21:50
179,3/31/2018 22:41,6.82,3.0143E+13,92,3/31/2018 22:41
1934,3/31/2018 23:13,1.56,3.4412E+14,142,3/31/2018 23:13
739,4/1/2018 1:48,1.71,3.00783E+13,19,4/1/2018 1:48
774,4/1/2018 7:17,100,4.31965E+12,111,4/1/2018 7:17
2332,4/1/2018 11:54,1.08,6.75911E+11,140,4/1/2018 11:54
1177,4/1/2018 13:53,14.36,2.13194E+14,40,4/1/2018 13:53
2669,4/1/2018 15:55,18.67,5.5706E+15,82,4/1/2018 15:55
1402,4/1/2018 17:19,10.81,4.64401E+18,123,4/1/2018 17:19
2419,4/1/2018 19:06,1.29,3.5822E+15,54,4/1/2018 19:06
2564,4/1/2018 19:59,17.75,4.71177E+15,83,4/1/2018 19:59
1930,4/1/2018 20:08,4.18,4.6819E+12,136,4/1/2018 20:08
2124,4/1/2018 21:08,2.62,4.31965E+12,82,4/1/2018 21:08
294,4/2/2018 1:50,7.08,3.72415E+14,138,4/2/2018 1:50
902,4/2/2018 14:52,11.24,4.53999E+15,42,4/2/2018 14:52
2616,4/2/2018 18:34,17.15,3.72415E+14,80,4/2/2018 18:34
1806,4/2/2018 22:19,11.15,4.64401E+18,26,4/2/2018 22:19
386,4/3/2018 1:38,5.08,4.15072E+15,8,4/3/2018 1:38
1359,4/3/2018 3:23,1077,3.4412E+14,100,4/3/2018 3:23
1314,4/4/2018 0:47,10.28,3.56195E+15,38,4/4/2018 0:47
955,4/4/2018 1:34,10.29,5.36178E+15,145,4/4/2018 1:34
518,4/4/2018 6:41,6.07,3.00783E+13,122,4/4/2018 6:41
1107,4/4/2018 10:11,10.56,4.15072E+15,102,4/4/2018 10:11
2466,4/4/2018 12:57,16.61,4.72378E+18,53,4/4/2018 12:57
2471,4/5/2018 1:29,16.22,4.7432E+18,124,4/5/2018 1:29
592,4/5/2018 2:07,2.04,3.5822E+15,4,4/5/2018 2:07
2529,4/5/2018 4:38,13.83,6.01199E+15,57,4/5/2018 4:38
3195,4/5/2018 6:19,17.54,3.76028E+14,134,4/5/2018 6:19
460,4/5/2018 12:46,5.53,4.26849E+15,128,4/5/2018 12:46
2624,4/5/2018 19:52,14.39,3.0182E+13,93,4/5/2018 19:52
1604,4/5/2018 22:50,11.37,1.80099E+14,92,4/5/2018 22:50
3228,4/6/2018 0:53,15.8,4.26849E+15,26,4/6/2018 0:53
2225,4/6/2018 2:30,1.44,4.26369E+15,72,4/6/2018 2:30
2689,4/6/2018 2:42,13.57,5.13584E+15,60,4/6/2018 2:42
629,4/6/2018 13:03,1.43,3.56195E+15,118,4/6/2018 13:03
2042,4/6/2018 13:45,1.59,5.84227E+11,141,4/6/2018 13:45
3495,4/6/2018 14:08,2.94,4.7432E+18,80,4/6/2018 14:08
861,4/6/2018 16:57,1.02,1.80099E+14,50,4/6/2018 16:57
2809,4/6/2018 17:25,15.32,4.58696E+18,135,4/6/2018 17:25
2366,4/6/2018 17:48,1.78,4.18816E+15,56,4/6/2018 17:48
2137,4/6/2018 19:58,4.44,3.76028E+14,34,4/6/2018 19:58
2771,4/7/2018 4:37,15.11,5.36178E+15,142,4/7/2018 4:37
3053,4/7/2018 7:18,14.8,5.29719E+15,23,4/7/2018 7:18
3412,4/7/2018 8:18,2.58,5.03843E+11,120,4/7/2018 8:18
338,4/7/2018 9:06,3.22,4.6819E+12,124,4/7/2018 9:06
1389,4/7/2018 9:36,10.38,4.02791E+15,99,4/7/2018 9:36
1964,4/7/2018 14:02,5.55,3.00633E+13,59,4/7/2018 14:02
1642,4/7/2018 15:15,10.8,5.13584E+15,24,4/7/2018 15:15
2964,4/7/2018 15:21,17.64,4.2791E+18,65,4/7/2018 15:21
396,4/7/2018 16:40,6.5,6.75911E+11,122,4/7/2018 16:40
1750,4/7/2018 20:28,10.92,3.76028E+14,20,4/7/2018 20:28
2243,4/8/2018 4:28,3.79,5.50071E+15,71,4/8/2018 4:28
398,4/8/2018 5:03,7.18,4.2791E+18,50,4/8/2018 5:03
1341,4/8/2018 6:03,1063,4.31965E+12,16,4/8/2018 6:03
1251,4/8/2018 7:06,11.73,3.56195E+15,83,4/8/2018 7:06
327,4/8/2018 9:08,4.34,4.2791E+18,71,4/8/2018 9:08
1662,4/8/2018 9:46,10.53,5.17595E+15,65,4/8/2018 9:46
1508,4/8/2018 11:31,11.26,6.75911E+11,108,4/8/2018 11:31
2129,4/8/2018 14:37,4.58,5.29719E+15,105,4/8/2018 14:37
1944,4/8/2018 16:34,1.49,3.53565E+15,109,4/8/2018 16:34
1113,4/8/2018 18:03,10.15,3.72415E+14,84,4/8/2018 18:03
1130,4/8/2018 18:14,10.06,4.31965E+12,96,4/8/2018 18:14
220,4/8/2018 18:49,8.07,5.36178E+15,74,4/8/2018 18:49
3460,4/8/2018 20:15,1.21,3.56107E+15,37,4/8/2018 20:15
2873,4/8/2018 21:13,16.24,4.71177E+15,124,4/8/2018 21:13
1312,4/8/2018 21:40,10.14,3.00633E+13,26,4/8/2018 21:40
3184,4/9/2018 2:20,17.81,4.16531E+18,78,4/9/2018 2:20
1427,4/9/2018 4:09,10.01,3.53565E+15,54,4/9/2018 4:09
3190,4/9/2018 4:21,16.43,4.72378E+18,107,4/9/2018 4:21
2675,4/9/2018 6:41,21.02,5.17595E+15,50,4/9/2018 6:41
3020,4/9/2018 7:08,17.73,4.15072E+15,61,4/9/2018 7:08
2320,4/9/2018 8:30,1.99,4.53999E+15,124,4/9/2018 8:30
3423,4/9/2018 10:24,283,4.76105E+18,50,4/9/2018 10:24
600,4/9/2018 10:33,1.91,3.00633E+13,76,4/9/2018 10:33
2278,4/9/2018 10:45,3.65,5.36178E+15,113,4/9/2018 10:45
329,4/9/2018 18:28,269,4.31965E+12,36,4/9/2018 18:28
2904,4/9/2018 18:40,17.76,4.2791E+18,116,4/9/2018 18:40
489,4/9/2018 18:59,8.31,4.7432E+18,14,4/9/2018 18:59
2201,4/9/2018 19:04,1.77,5.36178E+15,9,4/9/2018 19:04
3329,4/9/2018 20:12,3.41,1.80099E+14,98,4/9/2018 20:12
940,4/9/2018 21:08,10.47,3.00633E+13,103,4/9/2018 21:08
1092,4/9/2018 21:26,11.24,4.64401E+18,77,4/9/2018 21:26
287,4/9/2018 23:29,5.54,5.84227E+11,11,4/9/2018 23:29
1515,4/10/2018 2:51,10.71,3.51711E+15,91,4/10/2018 2:51
408,4/10/2018 6:08,543,3.51695E+15,63,4/10/2018 6:08
892,4/10/2018 9:14,10.32,5.29719E+15,14,4/10/2018 9:14
3185,4/10/2018 12:54,15.81,5.84227E+11,115,4/10/2018 12:54
1493,4/10/2018 13:16,10.3,4.76105E+18,134,4/10/2018 13:16
503,4/10/2018 17:14,7.33,4.26849E+15,86,4/10/2018 17:14
894,4/10/2018 17:25,10.13,4.02791E+15,67,4/10/2018 17:25
2317,4/10/2018 17:32,3.86,3.00633E+13,45,4/10/2018 17:32
2052,4/10/2018 17:43,1.5,6.50024E+15,40,4/10/2018 17:43
1163,4/10/2018 23:03,10.24,4.31965E+12,101,4/10/2018 23:03
1400,4/11/2018 0:35,10.48,4.96292E+18,21,4/11/2018 0:35
764,4/11/2018 2:50,325,3.0182E+13,45,4/11/2018 2:50
1186,4/11/2018 4:05,12.35,5.13584E+15,119,4/11/2018 4:05
3247,4/11/2018 4:29,20.13,4.26849E+15,126,4/11/2018 4:29
2889,4/11/2018 5:08,19.28,4.15984E+18,145,4/11/2018 5:08
2816,4/11/2018 8:26,16.07,5.13584E+15,34,4/11/2018 8:26
313,4/11/2018 16:45,4.28,3.00633E+13,10,4/11/2018 16:45
3330,4/11/2018 18:29,2.12,4.15072E+15,88,4/11/2018 18:29
1880,4/12/2018 1:35,10.34,3.53565E+15,143,4/12/2018 1:35
949,4/12/2018 2:37,11.94,3.58135E+15,72,4/12/2018 2:37
44,4/12/2018 4:55,3.41,3.58135E+15,149,4/12/2018 4:55
1778,4/12/2018 5:30,12.5,5.13584E+15,22,4/12/2018 5:30
1511,4/12/2018 8:33,10.03,4.71177E+15,106,4/12/2018 8:33
2157,4/12/2018 9:44,4.48,1.80099E+14,8,4/12/2018 9:44
1015,4/12/2018 10:32,10.68,5.84227E+11,16,4/12/2018 10:32
954,4/12/2018 12:09,11.06,1.80099E+14,61,4/12/2018 12:09
3045,4/12/2018 12:53,17.39,3.51711E+15,129,4/12/2018 12:53
3443,4/12/2018 13:09,1.7,3.0182E+13,43,4/12/2018 13:09
3140,4/12/2018 14:25,18.59,5.03843E+11,73,4/12/2018 14:25
771,4/12/2018 14:37,1.52,3.00633E+13,8,4/12/2018 14:37
1896,4/12/2018 15:36,10.08,4.83448E+15,21,4/12/2018 15:36
795,4/12/2018 15:50,2.84,4.71177E+15,2,4/12/2018 15:50
919,4/13/2018 0:49,10.1,4.76105E+18,149,4/13/2018 0:49
635,4/13/2018 4:50,0.54,5.50071E+15,150,4/13/2018 4:50
2084,4/13/2018 5:39,3.29,5.03843E+11,133,4/13/2018 5:39
1950,4/13/2018 7:00,4.72,4.58696E+18,51,4/13/2018 7:00
1176,4/13/2018 7:16,10.78,4.2791E+18,112,4/13/2018 7:16
1589,4/13/2018 9:39,10.63,4.83448E+15,75,4/13/2018 9:39
2346,4/13/2018 9:49,4.87,4.50641E+15,50,4/13/2018 9:49
2181,4/13/2018 9:52,2.5,3.5822E+15,83,4/13/2018 9:52
1136,4/13/2018 10:39,10.74,4.58696E+18,125,4/13/2018 10:39
2448,4/13/2018 11:57,4.36,4.02791E+15,76,4/13/2018 11:57
2031,4/13/2018 15:46,3.16,4.7432E+18,111,4/13/2018 15:46
1220,4/13/2018 17:07,10.21,4.86676E+18,51,4/13/2018 17:07
2802,4/13/2018 18:15,19.6,4.2791E+18,85,4/13/2018 18:15
1678,4/13/2018 18:28,10.06,2.13194E+14,64,4/13/2018 18:28
330,4/13/2018 19:49,9.06,5.03843E+11,59,4/13/2018 19:49
1169,4/14/2018 0:20,10.05,4.16531E+18,66,4/14/2018 0:20
2465,4/14/2018 3:22,13.25,3.53565E+15,2,4/14/2018 3:22
3299,4/14/2018 6:14,19.12,3.53565E+15,67,4/14/2018 6:14
1362,4/14/2018 8:09,10.82,4.26369E+15,111,4/14/2018 8:09
2048,4/14/2018 16:18,5.16,4.18816E+15,57,4/14/2018 16:18
3079,4/14/2018 20:06,14.92,4.6819E+12,53,4/14/2018 20:06
587,4/14/2018 23:20,2.11,4.27647E+12,59,4/14/2018 23:20
2625,4/15/2018 1:52,18.43,3.51695E+15,120,4/15/2018 1:52
1088,4/15/2018 7:45,10.21,4.18816E+15,59,4/15/2018 7:45
3316,4/15/2018 8:32,17.78,5.0188E+11,85,4/15/2018 8:32
3353,4/15/2018 9:50,1.54,3.0143E+13,120,4/15/2018 9:50
177,4/15/2018 10:19,6.58,5.36178E+15,69,4/15/2018 10:19
1337,4/15/2018 12:00,11.24,6.01199E+15,94,4/15/2018 12:00
2169,4/15/2018 13:10,2.38,4.7432E+18,2,4/15/2018 13:10
756,4/15/2018 19:22,1.82,4.18816E+15,11,4/15/2018 19:22
3086,4/15/2018 21:21,18.38,4.96292E+18,13,4/15/2018 21:21
2810,4/16/2018 4:21,14.62,5.84227E+11,111,4/16/2018 4:21
2206,4/16/2018 6:14,5.34,5.01809E+11,139,4/16/2018 6:14
2444,4/16/2018 9:52,4.54,3.53565E+15,50,4/16/2018 9:52
3233,4/16/2018 15:27,14.49,5.0188E+11,128,4/16/2018 15:27
3317,4/16/2018 18:43,17.85,5.17595E+15,108,4/16/2018 18:43
693,4/16/2018 19:44,1.67,1.80099E+14,37,4/16/2018 19:44
1388,4/17/2018 1:50,10.26,6.75911E+11,147,4/17/2018 1:50
3354,4/17/2018 6:55,2.48,3.76028E+14,93,4/17/2018 6:55
1418,4/17/2018 9:56,11.73,5.03843E+11,100,4/17/2018 9:56
3037,4/17/2018 12:29,16.31,2.13194E+14,20,4/17/2018 12:29
573,4/17/2018 12:30,0.86,5.17595E+15,49,4/17/2018 12:30
272,4/17/2018 15:10,4.34,4.15984E+18,48,4/17/2018 15:10
3312,4/17/2018 18:28,15.31,6.50024E+15,150,4/17/2018 18:28
1801,4/17/2018 21:18,11.23,3.00783E+13,106,4/17/2018 21:18
1789,4/18/2018 0:09,10.56,5.0188E+11,100,4/18/2018 0:09
2796,4/18/2018 3:03,15.2,4.02791E+15,18,4/18/2018 3:03
3180,4/18/2018 5:38,18.82,3.58135E+15,145,4/18/2018 5:38
811,4/18/2018 6:51,0.56,5.50071E+15,50,4/18/2018 6:51
3471,4/18/2018 9:21,2.97,4.02791E+15,50,4/18/2018 9:21
301,4/18/2018 10:12,7.39,3.72415E+14,122,4/18/2018 10:12
3131,4/18/2018 13:50,21.2,3.4412E+14,77,4/18/2018 13:50
3113,4/18/2018 16:05,20.53,4.27647E+12,62,4/18/2018 16:05
2041,4/18/2018 17:21,2.04,3.56195E+15,51,4/18/2018 17:21
382,4/18/2018 19:39,5.69,4.16531E+18,105,4/18/2018 19:39
2687,4/18/2018 21:26,16.06,4.2791E+18,57,4/18/2018 21:26
2678,4/18/2018 21:58,17.51,2.13194E+14,70,4/18/2018 21:58
1827,4/18/2018 23:23,1086,3.51695E+15,26,4/18/2018 23:23
200,4/18/2018 23:51,8.97,4.83448E+15,150,4/18/2018 23:51
1669,4/19/2018 4:43,10.34,5.0188E+11,144,4/19/2018 4:43
927,4/19/2018 5:14,10.31,4.86676E+18,68,4/19/2018 5:14
1212,4/19/2018 7:48,10.25,4.18816E+15,16,4/19/2018 7:48
1425,4/19/2018 8:09,10.24,4.74104E+12,114,4/19/2018 8:09
2100,4/19/2018 9:58,1.58,3.56195E+15,58,4/19/2018 9:58
2102,4/19/2018 16:24,5.32,4.76105E+18,70,4/19/2018 16:24
506,4/19/2018 18:30,6.01,4.31965E+12,85,4/19/2018 18:30
2871,4/19/2018 19:29,17.67,4.18816E+15,72,4/19/2018 19:29
736,4/19/2018 22:50,1.92,6.01199E+15,144,4/19/2018 22:50
1832,4/20/2018 3:39,12.13,5.36178E+15,32,4/20/2018 3:39
2831,4/20/2018 8:27,15.04,3.0143E+13,33,4/20/2018 8:27
1990,4/20/2018 10:37,5.56,4.26369E+15,83,4/20/2018 10:37
2786,4/20/2018 11:29,17.16,5.5706E+15,39,4/20/2018 11:29
1963,4/20/2018 15:08,4.87,3.56195E+15,148,4/20/2018 15:08
3043,4/20/2018 17:02,20.03,3.72415E+14,94,4/20/2018 17:02
2303,4/20/2018 19:28,1.15,4.74104E+12,114,4/20/2018 19:28
2158,4/21/2018 3:24,3.04,3.00633E+13,58,4/21/2018 3:24
128,4/21/2018 4:12,2.02,4.50641E+15,45,4/21/2018 4:12
3199,4/21/2018 4:25,17.06,4.02791E+15,76,4/21/2018 4:25
2612,4/21/2018 4:54,16.38,4.96292E+18,27,4/21/2018 4:54
3050,4/21/2018 5:01,14.95,6.01199E+15,48,4/21/2018 5:01
2587,4/21/2018 5:10,16.91,5.01809E+11,134,4/21/2018 5:10
1654,4/21/2018 7:53,10.11,4.58696E+18,91,4/21/2018 7:53
1044,4/21/2018 10:32,13.67,3.5822E+15,131,4/21/2018 10:32
2927,4/21/2018 14:46,16.94,5.17595E+15,39,4/21/2018 14:46
1828,4/21/2018 15:12,11.6,1.80099E+14,43,4/21/2018 15:12
2241,4/21/2018 18:40,525,3.0143E+13,134,4/21/2018 18:40
2509,4/21/2018 18:48,18.48,6.01199E+15,148,4/21/2018 18:48
2710,4/21/2018 19:41,2108,3.58135E+15,130,4/21/2018 19:41
2472,4/21/2018 21:42,18.68,3.51711E+15,94,4/21/2018 21:42
1966,4/21/2018 22:24,2.88,3.56107E+15,67,4/21/2018 22:24
1602,4/22/2018 0:11,11.2,1.80099E+14,80,4/22/2018 0:11
1661,4/22/2018 0:19,10.9,4.7432E+18,78,4/22/2018 0:19
1274,4/22/2018 1:05,10.2,4.18816E+15,83,4/22/2018 1:05
176,4/22/2018 3:07,7.22,4.7432E+18,5,4/22/2018 3:07
1884,4/22/2018 3:40,11.1,4.72378E+18,95,4/22/2018 3:40
845,4/22/2018 4:22,1.81,5.01809E+11,116,4/22/2018 4:22
405,4/22/2018 7:19,7.33,5.29719E+15,135,4/22/2018 7:19
388,4/22/2018 10:57,4.32,3.5822E+15,5,4/22/2018 10:57
39,4/22/2018 17:06,6.56,5.84227E+11,119,4/22/2018 17:06
563,4/22/2018 21:57,2.18,6.50024E+15,98,4/22/2018 21:57
1725,4/23/2018 0:29,10.25,5.50071E+15,41,4/23/2018 0:29
59,4/23/2018 5:48,4.23,4.53999E+15,123,4/23/2018 5:48
2854,4/23/2018 8:18,16.65,4.83448E+15,62,4/23/2018 8:18
399,4/23/2018 9:08,2.75,4.76105E+18,147,4/23/2018 9:08
619,4/23/2018 11:25,2,4.02791E+15,52,4/23/2018 11:25
2208,4/23/2018 15:13,2.88,6.50024E+15,59,4/23/2018 15:13
1430,4/23/2018 16:21,10.77,3.56195E+15,69,4/23/2018 16:21
311,4/23/2018 17:47,7.03,5.50071E+15,79,4/23/2018 17:47
3393,4/23/2018 23:02,2.1,4.16531E+18,119,4/23/2018 23:02
363,4/24/2018 1:46,10.1,4.15984E+18,118,4/24/2018 1:46
1323,4/24/2018 5:49,10.09,3.5822E+15,54,4/24/2018 5:49
1659,4/24/2018 7:41,14.3,6.50024E+15,147,4/24/2018 7:41
1685,4/24/2018 14:17,12.76,4.18816E+15,87,4/24/2018 14:17
436,4/24/2018 14:18,8.45,4.53999E+15,13,4/24/2018 14:18
1090,4/24/2018 15:25,10.68,5.17595E+15,14,4/24/2018 15:25
613,4/24/2018 20:59,2.9,4.26369E+15,85,4/24/2018 20:59
2734,4/25/2018 0:43,16.83,5.29719E+15,15,4/25/2018 0:43
1599,4/25/2018 1:43,10.16,5.0188E+11,123,4/25/2018 1:43
3030,4/25/2018 2:23,17.91,4.71177E+15,46,4/25/2018 2:23
2489,4/25/2018 5:22,15.76,3.5822E+15,87,4/25/2018 5:22
512,4/25/2018 20:58,6.97,5.13584E+15,67,4/25/2018 20:58
1594,4/25/2018 21:24,11.61,4.96292E+18,93,4/25/2018 21:24
709,4/26/2018 2:16,2.79,3.72415E+14,135,4/26/2018 2:16
1815,4/26/2018 13:51,10.58,4.83448E+15,72,4/26/2018 13:51
1306,4/26/2018 16:05,10.15,5.03843E+11,111,4/26/2018 16:05
486,4/26/2018 16:23,6.34,4.16531E+18,91,4/26/2018 16:23
3454,4/26/2018 17:06,2.9,4.15984E+18,77,4/26/2018 17:06
1580,4/26/2018 19:49,10.02,4.31965E+12,33,4/26/2018 19:49
137,4/26/2018 21:24,3.69,6.01199E+15,105,4/26/2018 21:24
2113,4/26/2018 22:04,2.51,5.01809E+11,82,4/26/2018 22:04
3308,4/26/2018 23:09,15.66,3.72415E+14,80,4/26/2018 23:09
1627,4/27/2018 2:29,11.24,4.02791E+15,121,4/27/2018 2:29
2363,4/27/2018 4:14,4.51,4.26849E+15,44,4/27/2018 4:14
3290,4/27/2018 5:53,17.9,6.01199E+15,92,4/27/2018 5:53
1781,4/27/2018 6:37,12.42,3.56195E+15,126,4/27/2018 6:37
3303,4/27/2018 8:08,13.52,3.56107E+15,86,4/27/2018 8:08
2199,4/27/2018 10:34,4.69,1.80099E+14,116,4/27/2018 10:34
161,4/27/2018 11:45,5.4,4.83448E+15,63,4/27/2018 11:45
189,4/27/2018 11:58,6.33,4.83448E+15,103,4/27/2018 11:58
3084,4/27/2018 12:22,16.78,4.58696E+18,108,4/27/2018 12:22
1404,4/27/2018 15:56,10.26,4.58696E+18,112,4/27/2018 15:56
2331,4/27/2018 16:09,1.42,5.29719E+15,35,4/27/2018 16:09
832,4/27/2018 17:08,0.86,5.84227E+11,54,4/27/2018 17:08
3441,4/27/2018 18:19,1.97,5.01809E+11,77,4/27/2018 18:19
1541,4/27/2018 23:08,11,4.15984E+18,11,4/27/2018 23:08
2107,4/28/2018 4:04,3.03,5.13584E+15,131,4/28/2018 4:04
3386,4/28/2018 5:27,3.41,4.74104E+12,81,4/28/2018 5:27
2367,4/28/2018 11:12,2.78,4.50641E+15,118,4/28/2018 11:12
2902,4/28/2018 16:38,16.72,5.17595E+15,83,4/28/2018 16:38
1143,4/28/2018 18:57,10.7,6.50024E+15,124,4/28/2018 18:57
513,4/28/2018 23:48,8.18,3.00633E+13,110,4/28/2018 23:48
1854,4/29/2018 0:31,11.72,4.96292E+18,63,4/29/2018 0:31
3056,4/29/2018 2:41,16.5,3.72415E+14,37,4/29/2018 2:41
3462,4/29/2018 8:03,1.72,4.7432E+18,132,4/29/2018 8:03
779,4/29/2018 8:15,1.11,3.51695E+15,141,4/29/2018 8:15
2751,4/29/2018 11:02,16.55,3.56195E+15,89,4/29/2018 11:02
2711,4/29/2018 16:09,20.17,5.0188E+11,85,4/29/2018 16:09
662,4/29/2018 18:35,0.7,6.75911E+11,75,4/29/2018 18:35
717,4/29/2018 21:59,2.45,4.58696E+18,147,4/29/2018 21:59
1614,4/29/2018 22:39,11.47,4.72378E+18,102,4/29/2018 22:39
2674,4/30/2018 2:53,15.84,3.51695E+15,71,4/30/2018 2:53
2931,4/30/2018 4:28,20.97,3.76028E+14,80,4/30/2018 4:28
1830,4/30/2018 6:05,10.1,4.83448E+15,90,4/30/2018 6:05
1227,4/30/2018 7:29,10.51,5.84227E+11,27,4/30/2018 7:29
975,4/30/2018 9:27,10.39,1.80099E+14,38,4/30/2018 9:27
2817,4/30/2018 14:09,22.12,4.498E+12,30,4/30/2018 14:09
3307,4/30/2018 16:34,14.62,2.13194E+14,148,4/30/2018 16:34
1,4/30/2018 18:50,5.62,3.51711E+15,42,4/30/2018 18:50
2733,4/30/2018 21:53,18.04,4.53999E+15,72,4/30/2018 21:53
467,4/30/2018 22:13,7.14,3.58135E+15,145,4/30/2018 22:13
1284,5/1/2018 0:32,10.63,4.7432E+18,102,5/1/2018 0:32
2905,5/1/2018 1:32,15.89,4.64401E+18,7,5/1/2018 1:32
407,5/1/2018 3:20,4.79,3.53565E+15,119,5/1/2018 3:20
1874,5/1/2018 7:40,12.98,6.50024E+15,136,5/1/2018 7:40
726,5/1/2018 10:24,3.08,4.18816E+15,37,5/1/2018 10:24
2992,5/1/2018 15:00,16.41,3.00633E+13,101,5/1/2018 15:00
2301,5/1/2018 15:51,5.34,3.51695E+15,124,5/1/2018 15:51
2769,5/1/2018 16:59,20,4.96292E+18,133,5/1/2018 16:59
181,5/1/2018 19:42,6.55,4.86676E+18,72,5/1/2018 19:42
3171,5/1/2018 21:53,13.11,4.83448E+15,19,5/1/2018 21:53
525,5/1/2018 22:47,5.71,4.74104E+12,116,5/1/2018 22:47
3027,5/1/2018 23:37,15.61,3.5822E+15,147,5/1/2018 23:37
1853,5/2/2018 2:25,10.18,5.17595E+15,75,5/2/2018 2:25
1542,5/2/2018 3:19,10.31,5.50071E+15,125,5/2/2018 3:19
307,5/2/2018 9:38,3.83,4.7432E+18,98,5/2/2018 9:38
48,5/2/2018 9:41,6.35,1.80099E+14,75,5/2/2018 9:41
3231,5/2/2018 10:15,12.81,4.58696E+18,9,5/2/2018 10:15
2788,5/2/2018 17:48,14.17,5.29719E+15,58,5/2/2018 17:48
3172,5/2/2018 18:43,17.84,4.15984E+18,68,5/2/2018 18:43
215,5/2/2018 21:42,3.49,3.0143E+13,6,5/2/2018 21:42
1705,5/2/2018 22:38,10.41,3.53565E+15,12,5/2/2018 22:38
442,5/3/2018 1:07,4.85,4.71177E+15,144,5/3/2018 1:07
3253,5/3/2018 1:47,18.16,3.0143E+13,113,5/3/2018 1:47
1887,5/3/2018 4:42,11.52,5.03843E+11,138,5/3/2018 4:42
3040,5/3/2018 7:20,16.64,5.84227E+11,66,5/3/2018 7:20
599,5/3/2018 9:11,2.59,3.51695E+15,21,5/3/2018 9:11
2924,5/3/2018 14:42,19.55,5.36178E+15,17,5/3/2018 14:42
906,5/3/2018 17:07,10.41,4.74104E+12,26,5/3/2018 17:07
873,5/4/2018 4:55,2.33,3.00633E+13,51,5/4/2018 4:55
3258,5/4/2018 5:44,16.88,5.13584E+15,110,5/4/2018 5:44
887,5/4/2018 8:21,11.65,4.02791E+15,16,5/4/2018 8:21
652,5/4/2018 8:33,3.25,1.80099E+14,106,5/4/2018 8:33
1846,5/4/2018 9:45,10.75,3.76028E+14,27,5/4/2018 9:45
115,5/4/2018 13:52,6.82,4.2791E+18,2,5/4/2018 13:52
2285,5/4/2018 15:55,3.08,4.18816E+15,150,5/4/2018 15:55
281,5/5/2018 2:22,5.2,4.53999E+15,87,5/5/2018 2:22
1822,5/5/2018 9:06,10.84,4.27647E+12,130,5/5/2018 9:06
986,5/5/2018 9:42,10.35,5.13584E+15,48,5/5/2018 9:42
1577,5/5/2018 17:04,10.27,6.01199E+15,102,5/5/2018 17:04
67,5/5/2018 17:49,8.42,3.51711E+15,75,5/5/2018 17:49
1504,5/5/2018 19:41,10.6,3.0182E+13,19,5/5/2018 19:41
2400,5/5/2018 20:49,5.87,5.03843E+11,84,5/5/2018 20:49
233,5/5/2018 20:57,7.11,2.13194E+14,83,5/5/2018 20:57
348,5/5/2018 22:48,4.88,4.53999E+15,52,5/5/2018 22:48
2362,5/5/2018 23:31,1.12,4.50641E+15,34,5/5/2018 23:31
1472,5/6/2018 0:05,12.11,4.86676E+18,37,5/6/2018 0:05
