id,date,time,amount,card,id_merchant
1344,3/22/2018 10:34,3/22/2018 10:34,10.45,3.56195E+15,33
2853,3/22/2018 11:56,3/22/2018 11:56,18.3,3.51711E+15,35
1407,3/22/2018 13:13,3/22/2018 13:13,11.2,4.7432E+18,76
601,3/22/2018 13:35,3/22/2018 13:35,2.3,4.6819E+12,55
3188,3/22/2018 14:16,3/22/2018 14:16,13.88,3.00633E+13,19
945,3/22/2018 23:42,3/22/2018 23:42,11.36,6.01199E+15,59
694,3/23/2018 7:13,3/23/2018 7:13,1.46,3.76028E+14,121
541,3/23/2018 7:49,3/23/2018 7:49,2.79,3.76028E+14,41
2907,3/23/2018 9:31,3/23/2018 9:31,14.26,5.03843E+11,43
1161,3/23/2018 12:13,3/23/2018 12:13,11.46,4.6819E+12,99
1886,3/23/2018 15:04,3/23/2018 15:04,10.45,2.13194E+14,120
2849,3/23/2018 17:23,3/23/2018 17:23,18.88,5.13584E+15,136
2292,3/23/2018 18:20,3/23/2018 18:20,3.41,3.00783E+13,8
3379,3/24/2018 0:51,3/24/2018 0:51,3.08,4.7432E+18,87
2965,3/24/2018 1:13,3/24/2018 1:13,15.83,5.13584E+15,133
950,3/24/2018 2:22,3/24/2018 2:22,11.11,4.76105E+18,137
1474,3/24/2018 4:51,3/24/2018 4:51,10.04,4.6819E+12,149
1587,3/24/2018 9:19,3/24/2018 9:19,12.34,5.50071E+15,42
1804,3/24/2018 11:29,3/24/2018 11:29,11.94,3.56107E+15,80
1709,3/24/2018 12:10,3/24/2018 12:10,10.14,4.74104E+12,114
3104,3/24/2018 13:54,3/24/2018 13:54,18.64,4.72378E+18,14
1375,3/24/2018 14:58,3/24/2018 14:58,10.91,6.50024E+15,104
2626,3/24/2018 17:21,3/24/2018 17:21,18.1,5.5706E+15,64
3485,3/24/2018 18:16,3/24/2018 18:16,1.81,4.02791E+15,119
1297,3/24/2018 22:30,3/24/2018 22:30,10.15,6.01199E+15,83
1784,3/24/2018 22:45,3/24/2018 22:45,10.78,1.80099E+14,44
2548,3/25/2018 0:54,3/25/2018 0:54,15.48,5.36178E+15,107
27,3/25/2018 5:17,3/25/2018 5:17,6.7,4.58696E+18,95
46,3/25/2018 8:27,3/25/2018 8:27,5.17,3.00783E+13,19
1116,3/25/2018 12:33,3/25/2018 12:33,11.05,3.76028E+14,89
2037,3/25/2018 13:07,3/25/2018 13:07,2.62,4.18816E+15,65
2648,3/25/2018 13:31,3/25/2018 13:31,19.6,3.4412E+14,93
1922,3/25/2018 15:00,3/25/2018 15:00,12.27,4.71177E+15,108
1118,3/25/2018 15:27,3/25/2018 15:27,11.38,5.36178E+15,139
1317,3/25/2018 17:32,3/25/2018 17:32,11.37,4.50641E+15,36
1993,3/25/2018 19:05,3/25/2018 19:05,4.57,3.56195E+15,137
566,3/26/2018 2:44,3/26/2018 2:44,3.11,4.50641E+15,60
2385,3/26/2018 5:08,3/26/2018 5:08,4.43,4.26369E+15,97
1620,3/26/2018 7:41,3/26/2018 7:41,1009,3.0182E+13,111
2895,3/26/2018 8:08,3/26/2018 8:08,19.34,5.50071E+15,96
204,3/26/2018 8:14,3/26/2018 8:14,6.2,5.01809E+11,45
529,3/26/2018 12:28,3/26/2018 12:28,2.16,3.76028E+14,53
1447,3/26/2018 18:39,3/26/2018 18:39,10.27,4.83448E+15,16
2139,3/26/2018 22:58,3/26/2018 22:58,2.85,4.96292E+18,75
951,3/27/2018 2:40,3/27/2018 2:40,13.77,4.26369E+15,48
766,3/27/2018 7:04,3/27/2018 7:04,0.78,4.26849E+15,48
1215,3/27/2018 12:20,3/27/2018 12:20,11.01,3.00783E+13,95
2865,3/27/2018 17:52,3/27/2018 17:52,17.38,3.0143E+13,43
2453,3/27/2018 18:10,3/27/2018 18:10,15.79,5.29719E+15,30
583,3/27/2018 19:33,3/27/2018 19:33,2.55,5.50071E+15,23
1936,3/27/2018 21:24,3/27/2018 21:24,4.39,4.16531E+18,92
1989,3/28/2018 4:11,3/28/2018 4:11,3.05,5.29719E+15,70
2953,3/28/2018 5:30,3/28/2018 5:30,19.55,3.0143E+13,23
2570,3/28/2018 7:36,3/28/2018 7:36,16.36,4.16531E+18,67
3405,3/28/2018 11:15,3/28/2018 11:15,2.45,4.15984E+18,24
1711,3/28/2018 13:00,3/28/2018 13:00,11.63,3.56107E+15,35
2792,3/28/2018 14:44,3/28/2018 14:44,18.68,3.0143E+13,149
3151,3/28/2018 14:52,3/28/2018 14:52,16.68,4.53999E+15,119
2496,3/28/2018 19:25,3/28/2018 19:25,14.22,4.15072E+15,46
1810,3/28/2018 23:13,3/28/2018 23:13,10.92,3.51711E+15,82
1387,3/28/2018 23:56,3/28/2018 23:56,10.46,4.96292E+18,26
3347,3/29/2018 0:33,3/29/2018 0:33,1.41,5.84227E+11,2
478,3/29/2018 6:38,3/29/2018 6:38,5.39,5.36178E+15,3
154,3/29/2018 11:42,3/29/2018 11:42,6.57,3.58135E+15,150
2642,3/29/2018 13:21,3/29/2018 13:21,16.07,4.71177E+15,74
576,3/29/2018 14:43,3/29/2018 14:43,1.46,4.27647E+12,138
1734,3/29/2018 17:18,3/29/2018 17:18,10.59,4.71177E+15,83
3364,3/29/2018 18:31,3/29/2018 18:31,3.21,3.76028E+14,149
752,3/29/2018 18:33,3/29/2018 18:33,2.53,3.4412E+14,21
2495,3/29/2018 20:01,3/29/2018 20:01,18.62,4.86676E+18,11
1974,3/30/2018 5:38,3/30/2018 5:38,4.91,4.15984E+18,18
400,3/30/2018 6:01,3/30/2018 6:01,7.55,4.02791E+15,59
1862,3/30/2018 8:12,3/30/2018 8:12,12.96,4.26849E+15,103
1537,3/30/2018 8:28,3/30/2018 8:28,10.53,4.18816E+15,13
457,3/30/2018 12:57,3/30/2018 12:57,6.27,4.15984E+18,33
3106,3/30/2018 15:39,3/30/2018 15:39,19.87,5.01809E+11,33
817,3/30/2018 16:04,3/30/2018 16:04,1.52,4.7432E+18,104
1153,3/30/2018 17:01,3/30/2018 17:01,10.58,4.76105E+18,3
2220,3/30/2018 17:36,3/30/2018 17:36,1.26,3.51711E+15,61
2743,3/30/2018 18:46,3/30/2018 18:46,17.2,5.03843E+11,138
507,3/30/2018 21:04,3/30/2018 21:04,3.08,4.498E+12,80
274,3/30/2018 22:54,3/30/2018 22:54,6.43,4.26849E+15,126
1145,3/30/2018 23:00,3/30/2018 23:00,10.79,4.72378E+18,135
1072,3/31/2018 0:50,3/31/2018 0:50,11.53,3.51711E+15,139
1271,3/31/2018 3:26,3/31/2018 3:26,10.46,4.71177E+15,53
3042,3/31/2018 4:35,3/31/2018 4:35,16.53,5.5706E+15,90
2941,3/31/2018 6:08,3/31/2018 6:08,14.21,4.27647E+12,87
2435,3/31/2018 8:48,3/31/2018 8:48,3.65,5.36178E+15,129
2897,3/31/2018 9:18,3/31/2018 9:18,13.98,5.17595E+15,75
2653,3/31/2018 12:54,3/31/2018 12:54,18.59,4.7432E+18,109
909,3/31/2018 16:18,3/31/2018 16:18,11.41,4.7432E+18,30
3335,3/31/2018 17:56,3/31/2018 17:56,2.35,3.0182E+13,111
3235,3/31/2018 20:12,3/31/2018 20:12,21.04,3.72415E+14,103
390,3/31/2018 21:50,3/31/2018 21:50,4.22,4.96292E+18,24
179,3/31/2018 22:41,3/31/2018 22:41,6.82,3.0143E+13,92
1934,3/31/2018 23:13,3/31/2018 23:13,1.56,3.4412E+14,142
739,4/1/2018 1:48,4/1/2018 1:48,1.71,3.00783E+13,19
774,4/1/2018 7:17,4/1/2018 7:17,100,4.31965E+12,111
2332,4/1/2018 11:54,4/1/2018 11:54,1.08,6.75911E+11,140
1177,4/1/2018 13:53,4/1/2018 13:53,14.36,2.13194E+14,40
2669,4/1/2018 15:55,4/1/2018 15:55,18.67,5.5706E+15,82
1402,4/1/2018 17:19,4/1/2018 17:19,10.81,4.64401E+18,123
2419,4/1/2018 19:06,4/1/2018 19:06,1.29,3.5822E+15,54
2564,4/1/2018 19:59,4/1/2018 19:59,17.75,4.71177E+15,83
1930,4/1/2018 20:08,4/1/2018 20:08,4.18,4.6819E+12,136
2124,4/1/2018 21:08,4/1/2018 21:08,2.62,4.31965E+12,82
294,4/2/2018 1:50,4/2/2018 1:50,7.08,3.72415E+14,138
902,4/2/2018 14:52,4/2/2018 14:52,11.24,4.53999E+15,42
2616,4/2/2018 18:34,4/2/2018 18:34,17.15,3.72415E+14,80
1806,4/2/2018 22:19,4/2/2018 22:19,11.15,4.64401E+18,26
386,4/3/2018 1:38,4/3/2018 1:38,5.08,4.15072E+15,8
1359,4/3/2018 3:23,4/3/2018 3:23,1077,3.4412E+14,100
1314,4/4/2018 0:47,4/4/2018 0:47,10.28,3.56195E+15,38
955,4/4/2018 1:34,4/4/2018 1:34,10.29,5.36178E+15,145
518,4/4/2018 6:41,4/4/2018 6:41,6.07,3.00783E+13,122
1107,4/4/2018 10:11,4/4/2018 10:11,10.56,4.15072E+15,102
2466,4/4/2018 12:57,4/4/2018 12:57,16.61,4.72378E+18,53
2471,4/5/2018 1:29,4/5/2018 1:29,16.22,4.7432E+18,124
592,4/5/2018 2:07,4/5/2018 2:07,2.04,3.5822E+15,4
2529,4/5/2018 4:38,4/5/2018 4:38,13.83,6.01199E+15,57
3195,4/5/2018 6:19,4/5/2018 6:19,17.54,3.76028E+14,134
460,4/5/2018 12:46,4/5/2018 12:46,5.53,4.26849E+15,128
2624,4/5/2018 19:52,4/5/2018 19:52,14.39,3.0182E+13,93
1604,4/5/2018 22:50,4/5/2018 22:50,11.37,1.80099E+14,92
3228,4/6/2018 0:53,4/6/2018 0:53,15.8,4.26849E+15,26
2225,4/6/2018 2:30,4/6/2018 2:30,1.44,4.26369E+15,72
2689,4/6/2018 2:42,4/6/2018 2:42,13.57,5.13584E+15,60
629,4/6/2018 13:03,4/6/2018 13:03,1.43,3.56195E+15,118
2042,4/6/2018 13:45,4/6/2018 13:45,1.59,5.84227E+11,141
3495,4/6/2018 14:08,4/6/2018 14:08,2.94,4.7432E+18,80
861,4/6/2018 16:57,4/6/2018 16:57,1.02,1.80099E+14,50
2809,4/6/2018 17:25,4/6/2018 17:25,15.32,4.58696E+18,135
2366,4/6/2018 17:48,4/6/2018 17:48,1.78,4.18816E+15,56
2137,4/6/2018 19:58,4/6/2018 19:58,4.44,3.76028E+14,34
2771,4/7/2018 4:37,4/7/2018 4:37,15.11,5.36178E+15,142
3053,4/7/2018 7:18,4/7/2018 7:18,14.8,5.29719E+15,23
3412,4/7/2018 8:18,4/7/2018 8:18,2.58,5.03843E+11,120
338,4/7/2018 9:06,4/7/2018 9:06,3.22,4.6819E+12,124
1389,4/7/2018 9:36,4/7/2018 9:36,10.38,4.02791E+15,99
1964,4/7/2018 14:02,4/7/2018 14:02,5.55,3.00633E+13,59
1642,4/7/2018 15:15,4/7/2018 15:15,10.8,5.13584E+15,24
2964,4/7/2018 15:21,4/7/2018 15:21,17.64,4.2791E+18,65
396,4/7/2018 16:40,4/7/2018 16:40,6.5,6.75911E+11,122
1750,4/7/2018 20:28,4/7/2018 20:28,10.92,3.76028E+14,20
2243,4/8/2018 4:28,4/8/2018 4:28,3.79,5.50071E+15,71
398,4/8/2018 5:03,4/8/2018 5:03,7.18,4.2791E+18,50
1341,4/8/2018 6:03,4/8/2018 6:03,1063,4.31965E+12,16
1251,4/8/2018 7:06,4/8/2018 7:06,11.73,3.56195E+15,83
327,4/8/2018 9:08,4/8/2018 9:08,4.34,4.2791E+18,71
1662,4/8/2018 9:46,4/8/2018 9:46,10.53,5.17595E+15,65
1508,4/8/2018 11:31,4/8/2018 11:31,11.26,6.75911E+11,108
2129,4/8/2018 14:37,4/8/2018 14:37,4.58,5.29719E+15,105
1944,4/8/2018 16:34,4/8/2018 16:34,1.49,3.53565E+15,109
1113,4/8/2018 18:03,4/8/2018 18:03,10.15,3.72415E+14,84
1130,4/8/2018 18:14,4/8/2018 18:14,10.06,4.31965E+12,96
220,4/8/2018 18:49,4/8/2018 18:49,8.07,5.36178E+15,74
3460,4/8/2018 20:15,4/8/2018 20:15,1.21,3.56107E+15,37
2873,4/8/2018 21:13,4/8/2018 21:13,16.24,4.71177E+15,124
1312,4/8/2018 21:40,4/8/2018 21:40,10.14,3.00633E+13,26
3184,4/9/2018 2:20,4/9/2018 2:20,17.81,4.16531E+18,78
1427,4/9/2018 4:09,4/9/2018 4:09,10.01,3.53565E+15,54
3190,4/9/2018 4:21,4/9/2018 4:21,16.43,4.72378E+18,107
2675,4/9/2018 6:41,4/9/2018 6:41,21.02,5.17595E+15,50
3020,4/9/2018 7:08,4/9/2018 7:08,17.73,4.15072E+15,61
2320,4/9/2018 8:30,4/9/2018 8:30,1.99,4.53999E+15,124
3423,4/9/2018 10:24,4/9/2018 10:24,283,4.76105E+18,50
600,4/9/2018 10:33,4/9/2018 10:33,1.91,3.00633E+13,76
2278,4/9/2018 10:45,4/9/2018 10:45,3.65,5.36178E+15,113
329,4/9/2018 18:28,4/9/2018 18:28,269,4.31965E+12,36
2904,4/9/2018 18:40,4/9/2018 18:40,17.76,4.2791E+18,116
489,4/9/2018 18:59,4/9/2018 18:59,8.31,4.7432E+18,14
2201,4/9/2018 19:04,4/9/2018 19:04,1.77,5.36178E+15,9
3329,4/9/2018 20:12,4/9/2018 20:12,3.41,1.80099E+14,98
940,4/9/2018 21:08,4/9/2018 21:08,10.47,3.00633E+13,103
1092,4/9/2018 21:26,4/9/2018 21:26,11.24,4.64401E+18,77
287,4/9/2018 23:29,4/9/2018 23:29,5.54,5.84227E+11,11
1515,4/10/2018 2:51,4/10/2018 2:51,10.71,3.51711E+15,91
408,4/10/2018 6:08,4/10/2018 6:08,543,3.51695E+15,63
892,4/10/2018 9:14,4/10/2018 9:14,10.32,5.29719E+15,14
3185,4/10/2018 12:54,4/10/2018 12:54,15.81,5.84227E+11,115
1493,4/10/2018 13:16,4/10/2018 13:16,10.3,4.76105E+18,134
503,4/10/2018 17:14,4/10/2018 17:14,7.33,4.26849E+15,86
894,4/10/2018 17:25,4/10/2018 17:25,10.13,4.02791E+15,67
2317,4/10/2018 17:32,4/10/2018 17:32,3.86,3.00633E+13,45
2052,4/10/2018 17:43,4/10/2018 17:43,1.5,6.50024E+15,40
1163,4/10/2018 23:03,4/10/2018 23:03,10.24,4.31965E+12,101
1400,4/11/2018 0:35,4/11/2018 0:35,10.48,4.96292E+18,21
764,4/11/2018 2:50,4/11/2018 2:50,325,3.0182E+13,45
1186,4/11/2018 4:05,4/11/2018 4:05,12.35,5.13584E+15,119
3247,4/11/2018 4:29,4/11/2018 4:29,20.13,4.26849E+15,126
2889,4/11/2018 5:08,4/11/2018 5:08,19.28,4.15984E+18,145
2816,4/11/2018 8:26,4/11/2018 8:26,16.07,5.13584E+15,34
313,4/11/2018 16:45,4/11/2018 16:45,4.28,3.00633E+13,10
3330,4/11/2018 18:29,4/11/2018 18:29,2.12,4.15072E+15,88
1880,4/12/2018 1:35,4/12/2018 1:35,10.34,3.53565E+15,143
949,4/12/2018 2:37,4/12/2018 2:37,11.94,3.58135E+15,72
44,4/12/2018 4:55,4/12/2018 4:55,3.41,3.58135E+15,149
1778,4/12/2018 5:30,4/12/2018 5:30,12.5,5.13584E+15,22
1511,4/12/2018 8:33,4/12/2018 8:33,10.03,4.71177E+15,106
2157,4/12/2018 9:44,4/12/2018 9:44,4.48,1.80099E+14,8
1015,4/12/2018 10:32,4/12/2018 10:32,10.68,5.84227E+11,16
954,4/12/2018 12:09,4/12/2018 12:09,11.06,1.80099E+14,61
3045,4/12/2018 12:53,4/12/2018 12:53,17.39,3.51711E+15,129
3443,4/12/2018 13:09,4/12/2018 13:09,1.7,3.0182E+13,43
3140,4/12/2018 14:25,4/12/2018 14:25,18.59,5.03843E+11,73
771,4/12/2018 14:37,4/12/2018 14:37,1.52,3.00633E+13,8
1896,4/12/2018 15:36,4/12/2018 15:36,10.08,4.83448E+15,21
795,4/12/2018 15:50,4/12/2018 15:50,2.84,4.71177E+15,2
919,4/13/2018 0:49,4/13/2018 0:49,10.1,4.76105E+18,149
635,4/13/2018 4:50,4/13/2018 4:50,0.54,5.50071E+15,150
2084,4/13/2018 5:39,4/13/2018 5:39,3.29,5.03843E+11,133
1950,4/13/2018 7:00,4/13/2018 7:00,4.72,4.58696E+18,51
1176,4/13/2018 7:16,4/13/2018 7:16,10.78,4.2791E+18,112
1589,4/13/2018 9:39,4/13/2018 9:39,10.63,4.83448E+15,75
2346,4/13/2018 9:49,4/13/2018 9:49,4.87,4.50641E+15,50
2181,4/13/2018 9:52,4/13/2018 9:52,2.5,3.5822E+15,83
1136,4/13/2018 10:39,4/13/2018 10:39,10.74,4.58696E+18,125
2448,4/13/2018 11:57,4/13/2018 11:57,4.36,4.02791E+15,76
2031,4/13/2018 15:46,4/13/2018 15:46,3.16,4.7432E+18,111
1220,4/13/2018 17:07,4/13/2018 17:07,10.21,4.86676E+18,51
2802,4/13/2018 18:15,4/13/2018 18:15,19.6,4.2791E+18,85
1678,4/13/2018 18:28,4/13/2018 18:28,10.06,2.13194E+14,64
330,4/13/2018 19:49,4/13/2018 19:49,9.06,5.03843E+11,59
1169,4/14/2018 0:20,4/14/2018 0:20,10.05,4.16531E+18,66
2465,4/14/2018 3:22,4/14/2018 3:22,13.25,3.53565E+15,2
3299,4/14/2018 6:14,4/14/2018 6:14,19.12,3.53565E+15,67
1362,4/14/2018 8:09,4/14/2018 8:09,10.82,4.26369E+15,111
2048,4/14/2018 16:18,4/14/2018 16:18,5.16,4.18816E+15,57
3079,4/14/2018 20:06,4/14/2018 20:06,14.92,4.6819E+12,53
587,4/14/2018 23:20,4/14/2018 23:20,2.11,4.27647E+12,59
2625,4/15/2018 1:52,4/15/2018 1:52,18.43,3.51695E+15,120
1088,4/15/2018 7:45,4/15/2018 7:45,10.21,4.18816E+15,59
3316,4/15/2018 8:32,4/15/2018 8:32,17.78,5.0188E+11,85
3353,4/15/2018 9:50,4/15/2018 9:50,1.54,3.0143E+13,120
177,4/15/2018 10:19,4/15/2018 10:19,6.58,5.36178E+15,69
1337,4/15/2018 12:00,4/15/2018 12:00,11.24,6.01199E+15,94
2169,4/15/2018 13:10,4/15/2018 13:10,2.38,4.7432E+18,2
756,4/15/2018 19:22,4/15/2018 19:22,1.82,4.18816E+15,11
3086,4/15/2018 21:21,4/15/2018 21:21,18.38,4.96292E+18,13
2810,4/16/2018 4:21,4/16/2018 4:21,14.62,5.84227E+11,111
2206,4/16/2018 6:14,4/16/2018 6:14,5.34,5.01809E+11,139
2444,4/16/2018 9:52,4/16/2018 9:52,4.54,3.53565E+15,50
3233,4/16/2018 15:27,4/16/2018 15:27,14.49,5.0188E+11,128
3317,4/16/2018 18:43,4/16/2018 18:43,17.85,5.17595E+15,108
693,4/16/2018 19:44,4/16/2018 19:44,1.67,1.80099E+14,37
1388,4/17/2018 1:50,4/17/2018 1:50,10.26,6.75911E+11,147
3354,4/17/2018 6:55,4/17/2018 6:55,2.48,3.76028E+14,93
1418,4/17/2018 9:56,4/17/2018 9:56,11.73,5.03843E+11,100
3037,4/17/2018 12:29,4/17/2018 12:29,16.31,2.13194E+14,20
573,4/17/2018 12:30,4/17/2018 12:30,0.86,5.17595E+15,49
272,4/17/2018 15:10,4/17/2018 15:10,4.34,4.15984E+18,48
3312,4/17/2018 18:28,4/17/2018 18:28,15.31,6.50024E+15,150
1801,4/17/2018 21:18,4/17/2018 21:18,11.23,3.00783E+13,106
1789,4/18/2018 0:09,4/18/2018 0:09,10.56,5.0188E+11,100
2796,4/18/2018 3:03,4/18/2018 3:03,15.2,4.02791E+15,18
3180,4/18/2018 5:38,4/18/2018 5:38,18.82,3.58135E+15,145
811,4/18/2018 6:51,4/18/2018 6:51,0.56,5.50071E+15,50
3471,4/18/2018 9:21,4/18/2018 9:21,2.97,4.02791E+15,50
301,4/18/2018 10:12,4/18/2018 10:12,7.39,3.72415E+14,122
3131,4/18/2018 13:50,4/18/2018 13:50,21.2,3.4412E+14,77
3113,4/18/2018 16:05,4/18/2018 16:05,20.53,4.27647E+12,62
2041,4/18/2018 17:21,4/18/2018 17:21,2.04,3.56195E+15,51
382,4/18/2018 19:39,4/18/2018 19:39,5.69,4.16531E+18,105
2687,4/18/2018 21:26,4/18/2018 21:26,16.06,4.2791E+18,57
2678,4/18/2018 21:58,4/18/2018 21:58,17.51,2.13194E+14,70
1827,4/18/2018 23:23,4/18/2018 23:23,1086,3.51695E+15,26
200,4/18/2018 23:51,4/18/2018 23:51,8.97,4.83448E+15,150
1669,4/19/2018 4:43,4/19/2018 4:43,10.34,5.0188E+11,144
927,4/19/2018 5:14,4/19/2018 5:14,10.31,4.86676E+18,68
1212,4/19/2018 7:48,4/19/2018 7:48,10.25,4.18816E+15,16
1425,4/19/2018 8:09,4/19/2018 8:09,10.24,4.74104E+12,114
2100,4/19/2018 9:58,4/19/2018 9:58,1.58,3.56195E+15,58
2102,4/19/2018 16:24,4/19/2018 16:24,5.32,4.76105E+18,70
506,4/19/2018 18:30,4/19/2018 18:30,6.01,4.31965E+12,85
2871,4/19/2018 19:29,4/19/2018 19:29,17.67,4.18816E+15,72
736,4/19/2018 22:50,4/19/2018 22:50,1.92,6.01199E+15,144
1832,4/20/2018 3:39,4/20/2018 3:39,12.13,5.36178E+15,32
2831,4/20/2018 8:27,4/20/2018 8:27,15.04,3.0143E+13,33
1990,4/20/2018 10:37,4/20/2018 10:37,5.56,4.26369E+15,83
2786,4/20/2018 11:29,4/20/2018 11:29,17.16,5.5706E+15,39
1963,4/20/2018 15:08,4/20/2018 15:08,4.87,3.56195E+15,148
3043,4/20/2018 17:02,4/20/2018 17:02,20.03,3.72415E+14,94
2303,4/20/2018 19:28,4/20/2018 19:28,1.15,4.74104E+12,114
2158,4/21/2018 3:24,4/21/2018 3:24,3.04,3.00633E+13,58
128,4/21/2018 4:12,4/21/2018 4:12,2.02,4.50641E+15,45
3199,4/21/2018 4:25,4/21/2018 4:25,17.06,4.02791E+15,76
2612,4/21/2018 4:54,4/21/2018 4:54,16.38,4.96292E+18,27
3050,4/21/2018 5:01,4/21/2018 5:01,14.95,6.01199E+15,48
2587,4/21/2018 5:10,4/21/2018 5:10,16.91,5.01809E+11,134
1654,4/21/2018 7:53,4/21/2018 7:53,10.11,4.58696E+18,91
1044,4/21/2018 10:32,4/21/2018 10:32,13.67,3.5822E+15,131
2927,4/21/2018 14:46,4/21/2018 14:46,16.94,5.17595E+15,39
1828,4/21/2018 15:12,4/21/2018 15:12,11.6,1.80099E+14,43
2241,4/21/2018 18:40,4/21/2018 18:40,525,3.0143E+13,134
2509,4/21/2018 18:48,4/21/2018 18:48,18.48,6.01199E+15,148
2710,4/21/2018 19:41,4/21/2018 19:41,2108,3.58135E+15,130
2472,4/21/2018 21:42,4/21/2018 21:42,18.68,3.51711E+15,94
1966,4/21/2018 22:24,4/21/2018 22:24,2.88,3.56107E+15,67
1602,4/22/2018 0:11,4/22/2018 0:11,11.2,1.80099E+14,80
1661,4/22/2018 0:19,4/22/2018 0:19,10.9,4.7432E+18,78
1274,4/22/2018 1:05,4/22/2018 1:05,10.2,4.18816E+15,83
176,4/22/2018 3:07,4/22/2018 3:07,7.22,4.7432E+18,5
1884,4/22/2018 3:40,4/22/2018 3:40,11.1,4.72378E+18,95
845,4/22/2018 4:22,4/22/2018 4:22,1.81,5.01809E+11,116
405,4/22/2018 7:19,4/22/2018 7:19,7.33,5.29719E+15,135
388,4/22/2018 10:57,4/22/2018 10:57,4.32,3.5822E+15,5
39,4/22/2018 17:06,4/22/2018 17:06,6.56,5.84227E+11,119
563,4/22/2018 21:57,4/22/2018 21:57,2.18,6.50024E+15,98
1725,4/23/2018 0:29,4/23/2018 0:29,10.25,5.50071E+15,41
59,4/23/2018 5:48,4/23/2018 5:48,4.23,4.53999E+15,123
2854,4/23/2018 8:18,4/23/2018 8:18,16.65,4.83448E+15,62
399,4/23/2018 9:08,4/23/2018 9:08,2.75,4.76105E+18,147
619,4/23/2018 11:25,4/23/2018 11:25,2,4.02791E+15,52
2208,4/23/2018 15:13,4/23/2018 15:13,2.88,6.50024E+15,59
1430,4/23/2018 16:21,4/23/2018 16:21,10.77,3.56195E+15,69
311,4/23/2018 17:47,4/23/2018 17:47,7.03,5.50071E+15,79
3393,4/23/2018 23:02,4/23/2018 23:02,2.1,4.16531E+18,119
363,4/24/2018 1:46,4/24/2018 1:46,10.1,4.15984E+18,118
1323,4/24/2018 5:49,4/24/2018 5:49,10.09,3.5822E+15,54
1659,4/24/2018 7:41,4/24/2018 7:41,14.3,6.50024E+15,147
1685,4/24/2018 14:17,4/24/2018 14:17,12.76,4.18816E+15,87
436,4/24/2018 14:18,4/24/2018 14:18,8.45,4.53999E+15,13
1090,4/24/2018 15:25,4/24/2018 15:25,10.68,5.17595E+15,14
613,4/24/2018 20:59,4/24/2018 20:59,2.9,4.26369E+15,85
2734,4/25/2018 0:43,4/25/2018 0:43,16.83,5.29719E+15,15
1599,4/25/2018 1:43,4/25/2018 1:43,10.16,5.0188E+11,123
3030,4/25/2018 2:23,4/25/2018 2:23,17.91,4.71177E+15,46
2489,4/25/2018 5:22,4/25/2018 5:22,15.76,3.5822E+15,87
512,4/25/2018 20:58,4/25/2018 20:58,6.97,5.13584E+15,67
1594,4/25/2018 21:24,4/25/2018 21:24,11.61,4.96292E+18,93
709,4/26/2018 2:16,4/26/2018 2:16,2.79,3.72415E+14,135
1815,4/26/2018 13:51,4/26/2018 13:51,10.58,4.83448E+15,72
1306,4/26/2018 16:05,4/26/2018 16:05,10.15,5.03843E+11,111
486,4/26/2018 16:23,4/26/2018 16:23,6.34,4.16531E+18,91
3454,4/26/2018 17:06,4/26/2018 17:06,2.9,4.15984E+18,77
1580,4/26/2018 19:49,4/26/2018 19:49,10.02,4.31965E+12,33
137,4/26/2018 21:24,4/26/2018 21:24,3.69,6.01199E+15,105
2113,4/26/2018 22:04,4/26/2018 22:04,2.51,5.01809E+11,82
3308,4/26/2018 23:09,4/26/2018 23:09,15.66,3.72415E+14,80
1627,4/27/2018 2:29,4/27/2018 2:29,11.24,4.02791E+15,121
2363,4/27/2018 4:14,4/27/2018 4:14,4.51,4.26849E+15,44
3290,4/27/2018 5:53,4/27/2018 5:53,17.9,6.01199E+15,92
1781,4/27/2018 6:37,4/27/2018 6:37,12.42,3.56195E+15,126
3303,4/27/2018 8:08,4/27/2018 8:08,13.52,3.56107E+15,86
2199,4/27/2018 10:34,4/27/2018 10:34,4.69,1.80099E+14,116
161,4/27/2018 11:45,4/27/2018 11:45,5.4,4.83448E+15,63
189,4/27/2018 11:58,4/27/2018 11:58,6.33,4.83448E+15,103
3084,4/27/2018 12:22,4/27/2018 12:22,16.78,4.58696E+18,108
1404,4/27/2018 15:56,4/27/2018 15:56,10.26,4.58696E+18,112
2331,4/27/2018 16:09,4/27/2018 16:09,1.42,5.29719E+15,35
832,4/27/2018 17:08,4/27/2018 17:08,0.86,5.84227E+11,54
3441,4/27/2018 18:19,4/27/2018 18:19,1.97,5.01809E+11,77
1541,4/27/2018 23:08,4/27/2018 23:08,11,4.15984E+18,11
2107,4/28/2018 4:04,4/28/2018 4:04,3.03,5.13584E+15,131
3386,4/28/2018 5:27,4/28/2018 5:27,3.41,4.74104E+12,81
2367,4/28/2018 11:12,4/28/2018 11:12,2.78,4.50641E+15,118
2902,4/28/2018 16:38,4/28/2018 16:38,16.72,5.17595E+15,83
1143,4/28/2018 18:57,4/28/2018 18:57,10.7,6.50024E+15,124
513,4/28/2018 23:48,4/28/2018 23:48,8.18,3.00633E+13,110
1854,4/29/2018 0:31,4/29/2018 0:31,11.72,4.96292E+18,63
3056,4/29/2018 2:41,4/29/2018 2:41,16.5,3.72415E+14,37
